,build,package_name,package_version,crate_name,build_crate_hash,edition,block,unsafe_scope,unsafe_scope_span,unsafe_scope_expansion_kind,unsafe_scope_expansion_kind_descr,file_name,line,col,check_mode,call,unsafety,abi,target_crate,call_target_def_path,call_target_summary_key,is_target_trait_item,reviewed,is_unique_target,dyn Trait,generic bound,macro var
962606,86842,linux-perf-file-reader,0.1.0,linux_perf_file_reader,2bf5d3ab3e6135e5,2015,393180367,141792844,127001548,Root,{{root}},src/lib.rs,384,4,UnsafeBlockUserProvided,122026991,Normal,Rust,std,std[5a7f]::io[0]::Read[0]::read_exact[0],std.io.Read.read_exact,True,True,False,True,False,False
498582,31319,lockfree,0.5.1,lockfree,23a584d9d1fb463e,2015,142970404,51079429,45772125,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/lockfree-0.5.1/src/channel/mpmc.rs,231,20,UnsafeBlockUserProvided,44026905,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True,True,True,False,False,False
881859,74660,longest-increasing-subsequence,0.1.0,longest_increasing_subsequence,ac3b8ab242681ded,2018,335950817,121469351,108898056,Root,{{root}},src/lib.rs,183,4,UnsafeBlockUserProvided,104422119,Normal,Rust,core,core[e667]::iter[0]::traits[0]::collect[0]::Extend[0]::extend[0],core.iter.traits.collect.Extend.extend,True,True,False,False,True,False
558234,37589,lossyq,0.1.19,lossyq,d80de04823365308,2015,173339260,62100921,55455479,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/lossyq-0.1.19/src/spsc/mod.rs,54,4,UnsafeBlockUserProvided,53408543,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True,True,True,False,False,False
868611,72996,magnetic,2.0.0,magnetic,7606687e114d8d47,2015,329787174,119112309,106680687,Root,{{root}},src/spsc.rs,169,16,UnsafeBlockUserProvided,102365514,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True,True,True,False,False,False
266427,12027,mallumo-gls,0.43.0,mallumo_gls,8aa7e58b8f7b4a85,2015,55929591,19866668,17799964,Root,{{root}},src/buffer/immutable_buffer.rs,26,8,UnsafeBlockUserProvided,17168944,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True,True,True,False,False,False
832863,69077,mango,0.3.0,mango,1437f654e8a7d67f,2018,312559706,112883793,101128446,MacroAttr,#[wasm_bindgen],src/ui/webi/compile_str.rs,3,0,UnsafeBlockUserProvided,96963101,Unsafe,Rust,wasm_bindgen,wasm_bindgen[de4b]::convert[0]::traits[0]::RefFromWasmAbi[0]::ref_from_abi[0],wasm_bindgen.convert.traits.RefFromWasmAbi.ref_from_abi,True,True,True,False,False,False
907893,79747,mcl_rust,0.0.1,mcl_rust,b71c85eec745aa34,2018,358781171,129612300,116102488,MacroBang,str_impl!,src/lib.rs,257,16,UnsafeBlockUserProvided,111311231,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True,True,True,False,False,False
542562,35584,median,0.3.0,median,ab2a84121221ae7c,2015,164455168,58768369,52497302,Root,{{root}},src/stack.rs,87,21,UnsafeBlockUserProvided,50637941,Normal,Rust,typenum,typenum[a770]::marker_traits[0]::Unsigned[0]::to_usize[0],typenum.marker_traits.Unsigned.to_usize,True,True,False,False,True,False
996836,92162,mysql_common,0.20.0,mysql_common,4b43fbee340c5578,2018,417665190,150776220,135164024,Root,{{root}},src/proto/codec/mod.rs,75,12,UnsafeBlockUserProvided,129873027,Normal,Rust,bytes,bytes[9310]::buf[0]::buf_mut[0]::BufMut[0]::put_uint_le[0],bytes.buf.buf_mut.BufMut.put_uint_le,True,True,True,False,False,False
272696,12450,mujs,0.0.3,mujs,2255ceeaf8eda4e3,2015,57452429,20471046,18371182,Root,{{root}},src/lib.rs,981,8,UnsafeBlockUserProvided,17690718,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True,True,True,False,False,False
